id,t
54,อินนะ ฮาอุลาอิ ละชิรซิมะตุน เกฺาะลีลูน
55,วะอินนะฮุม ละนา ละฆออิซฺูน
56,วะอินนา ละญะมีอฺุน ฮาซิรูน
57,ฟะอัคร็อจญ์นาฮุม มิน ญันนาติว วะอฺุยูน
58,วะกุนูซิว วะมะกฺอมิน กะรีม
59,กะซาลิก  ^  วะเอาร็อษนาฮา บะนี อิสรออีล
60,ฟะอัตบะอฺูฮุม มุชริกฺีน
61,ฟะลัมมา ตะรออัล ญัมอฺานิ กฺอละ อัศฮาบุ มูสา อินนา ละมุดเราะกูน
62,กฺอละ กัลลา  ^  อินนะ มะอฺิยะ ร็อบบี สะยะฮ์ดีน
63,ฟะเอาฮัยนา อิลา มูสา อะนิฎ ริบ บิอฺะศอกัล บะห์ร์  ^  ฟันฟะละเกฺาะ ฟะกานะ กุลลุ ฟิรกฺิน กัฏเฏอ์าดิล อฺะซฺีม
64,วะอัซลัฟนา ษัมมัล อาเคาะรีน
65,วะอันญัยนา มูสา วะมัม มะอฺะฮู อัจญ์มะอฺีน
66,ษุมมะ อัฆร็อกฺนัล อาเคาะรีน
67,อินนะ ฟี ซาลิกะ ละอายะฮ์  ^  วะมา กานะ อักษะรุฮุม มุอ์มินีน
68,วะอินนะ ร็อบบะกะ ละฮุวัล อฺะซีซุร เราะฮีม
69,วัตลุ อฺะลัยฮิม นะบะอะ อิบรอฮีม
70,อิซ กฺอละ ลิอะบีฮิ วะเกฺอ์ามิฮี มา ตะอฺ์บุดูน
71,กฺอลู นะอฺ์บุดุ อัศนามัน ฟะนะซฺ็อลลุ ละฮา อฺากิฟีน
72,กฺอละ ฮัล ยัสมะอฺูนะกุม อิซ ตัดอฺูน
73,เอา ยันฟะอฺูนะกุม เอา ยะฎุรรูน
74,กฺอลู บัล วะญัดนา อาบาอะนา กะซาลิกะ ยัฟอฺะลูน
75,กฺอละ อะฟะเราะอัยตุม มา กุนตุม ตะอฺ์บุดูน
76,อันตุม วะอาบาอุกุมุล อักฺดะมูน
77,ฟะอินนะฮุม อฺะดูว์วุล ลี อิลลา ร็อบบัล อฺาละมีน
78,อัลละซี เคาะละเกฺาะนี ฟะฮุวะ ยะฮ์ดีน
79,วัลละซี ฮุวะ ยุฏอฺิมุนี วะยัสกฺีน
