id,t
1,กฺุล ยาอัยยุฮัล กาฟิรูน
2,ลา อะอฺ์บุดุ มา ตะอฺ์บุดูน
3,วะลา อันตุม อฺาบิดูนะ มา อะอฺ์บุด
4,วะลา อะนะ อฺาบิดุม มา อฺะบัตตุม
5,วะลา อันตุม อฺาบิดูนะ มา อะอฺ์บุด
6,ละกุม ดีนุกุม วะลิยะ ดีน
