id,t
1,อะลัม ตะเราะ กัยฟะ ฟะอฺะละ ร็อบบุกะ บิอัศฮาบิล ฟีล
2,อะลัม ยัจญ์อฺัล กัยดะฮุม ฟี ตัฎลีล
3,วะอัรสะละ อฺะลัยฮิม ฏ็อยร็อน อะบาบีล
4,ตัรมีฮิม บิฮิญาเราะติม มิน สิจญ์ญีล
5,ฟะญะอฺะละฮุม กะอฺัศฟิม มะอ์กูล
