id,t
21,ยุบัชชิรุฮุม ร็อบบุฮุม บิเราะห์มะติม มินฮุ วะริฎวานิว วะญันนาติล ละฮุม ฟีฮา นะอฺีมุม มุกฺีม
22,คอลิดีนะ ฟีฮา อะบะดา  ^  อินนัล ลอฮะ อฺินดะฮู อัจญ์รุน อฺะซฺีม
23,ยาอัยยุฮัล ละซีนะ อามะนู ลา ตัตตะคิซู อาบาอะกุม วะอิควานะกุม เอาลิยาอะ อินิส ตะฮับบุล กุฟเราะ อฺะลัล อีมาน  ^  วะมัย ยะตะวัลละฮุม มินกุม ฟะอุลาอิกะ ฮุมุซฺ ซฺอลิมูน
24,กฺุล อิน กานะ อาบาอุกุม วะอับนาอุกุม วะอิควานุกุม วะอัซวาญุกุม วะอฺะชีเราะตุกุม วะอัมวาลุนิกฺ ตะร็อฟตุมูฮา วะติญาเราะตุน ตัคเชานะ กะสาดะฮา วะมะสากินุ ตัรเฎอ์านะฮา อะฮับบะ อิลัยกุม มินัล ลอฮิ วะเราะสูลิฮี วะญิฮาดิน ฟี สะบีลิฮี ฟะตะร็อบบะศู ฮัตตา ยะอ์ติยัล ลอฮุ บิอัมริฮ์  ^  วัลลอฮุ ลา ยะฮ์ดิล เกฺอ์ามัล ฟาสิกฺีน
25,ละกฺ็อด นะเศาะเราะกุมุล ลอฮุ ฟี มะวาฏินะ กะษีเราะติว วะเยามะ ฮุนัยนิน อิซ อะอฺ์ญะบัตกุม กัษเราะตุกุม ฟะลัม ตุฆนิ อฺันกุม ชัยเอา วะฎอกฺ็อต อฺะลัยกุมุล อัรฎุ บิมา เราะฮุบัต ษุมมะ วัลลัยตุม มุดบิรีน
26,ษุมมะ อันซะลัล ลอฮุ สะกีนะตะฮู อฺะลา เราะสูลิฮี วะอฺะลัล มุอ์มินีนะ วะอันซะละ ญุนูดัล ลัม ตะเรอ์าฮา วะอฺัซซะบัล ละซีนะ กะฟะรู  ^  วะซาลิกะ ญะซาอุล กาฟิรีน
27,ษุมมะ ยะตูบุล ลอฮุ มิม บะอฺ์ดิ ซาลิกะ อฺะลา มัย ยะชาอ์  ^  วัลลอฮุ เฆาะฟูรุร เราะฮีม
28,ยาอัยยุฮัล ละซีนะ อามะนู อินนะมัล มุชริกูนะ นะญะสุน ฟะลา ยักฺเราะบุล มัสญิดัล ฮะรอมะ บะอฺ์ดะ อฺามิฮิม ฮาซา  ^  วะอิน คิฟตุม อฺัยละตัน ฟะเสาฟะ ยุฆนีกุมุล ลอฮุ มิน ฟัฎลิฮี อิน ชาอ์  ^  อินนัล ลอฮะ อฺะลีมุน ฮะกีม
29,กฺอติลุล ละซีนะ ลา ยุอ์มินูนะ บิลลาฮิ วะลา บิลเยามิล อาคิริ วะลา ยุฮัรริมูนะ มา ฮัรเราะมัล ลอฮุ วะเราะสูลุฮู วะลา ยะดีนูนะ ดีนัล ฮักฺกฺิ มินัล ละซีนะ อูตุล กิตาบะ ฮัตตา ยุอฺ์ฏุล ญิซยะตะ อฺัย ยะดิว วะฮุม ศอฆิรูน
30,วะกฺอละติล ยะฮูดุ อฺุซัยรุนิบ นุล ลอฮิ วะกฺอละติน นะศอร็อล มะสีฮุบ นุล ลอฮ์  ^  ซาลิกะ เกฺอ์าลุฮุม บิอัฟวาฮิฮิม  ^  ยุฎอฮิอูนะ เกฺอ์าลัล ละซีนะ กะฟะรู มิน กฺ็อบล์  ^  กฺอตะละฮุมุล ลอฮ์  ^  อันนา ยุอ์ฟะกูน
31,อิตตะเคาะซู อะห์บาเราะฮุม วะรุฮ์บานะฮุม อัรบาบัม มิน ดูนิล ลาฮิ วัลมะสีฮับ นะ มัรยะมะ วะมา อุมิรู อิลลา ลิยะอฺ์บุดู อิลาเฮา วาฮิดา  ^  ลา อิลาฮะ อิลลา ฮู  ^  สุบฮานะฮู อฺัมมา ยุชริกูน
