id,t
1,ตับบัต ยะดา อะบี ละฮะบิว วะตับบ์
2,มา อัฆนา อฺันฮุ มาลุฮู วะมา กะสับ
3,สะยัศลา นาร็อน ซาตะ ละฮับ
4,วัมเราะอะตุฮู ฮัมมาละตัล ฮะฏ็อบ
5,ฟี ญีดิฮา ฮับลุม มิม มะสัด
