id,t
1,อิซา ซุลซิละติล อัรฎุ ซิลซาละฮา
2,วะอัคเราะญะติล อัรฎุ อัษกฺอละฮา
3,วะกฺอลัล อินสานุ มา ละฮา
4,เยามะอิซิน ตุฮัดดิษุ อัคบาเราะฮา
5,บิอันนะ ร็อบบะกะ เอาฮา ละฮา
6,เยามะอิซี ยัศดุรุน นาสุ อัชตาตัล ลิยุเรอ์า อะอฺ์มาละฮุม
7,ฟะมัย ยะอฺ์มัล มิษกฺอละ ซัรเราะติน ค็อยร็อย ยะเราะฮ์
8,วะมัย ยะอฺ์มัล มิษกฺอละ ซัรเราะติน ชัรร็อย ยะเราะฮ์
