id,t
38,วะกฺอลัล ละซี อามะนะ ยาเกฺอ์ามิต ตะบิอฺูนิ อะฮ์ดิกุม สะบีลัร เราะชาด
39,ยาเกฺอ์ามิ อินนะมา ฮาซิฮิล ฮะยาตุด ดุนยา มะตาอฺู วะอินนัล อาคิเราะตะ ฮิยะ ดารุล เกฺาะรอร
40,มัน อฺะมิละ สัยยิอะตัน ฟะลา ยุจญ์ซา อิลลา มิษละฮา  ^  วะมัน อฺะมิละ ศอลิฮัม มิน ซะกะริน เอา อุนษา วะฮุวะ มุอ์มินุน ฟะอุลาอิกะ ยัดคุลูนัล ญันนะตะ ยุรซะกฺูนะ ฟีฮา บิฆ็อยริ ฮิสาบ
41,วะยาเกฺอ์ามิ มา ลี อัดอฺูกุม อิลัน นะญาติ วะตัดอฺูนะนี อิลัน นาร
42,ตัดอฺูนะนี ลิอักฟุเราะ บิลลาฮิ วะอุชริกะ บิฮี มา ลัยสะ ลี บิฮี อฺิลมู วะอะนะ อัดอฺูกุม อิลัล อฺะซีซิล ฆ็อฟฟาร
43,ลา ญะเราะมะ อันนะมา ตัดอฺูนะนี อิลัยฮิ ลัยสะ ละฮู ดะอฺ์วะตุน ฟิด ดุนยา วะลา ฟิล อาคิเราะติ วะอันนะ มะร็อดดะนา อิลัล ลอฮิ วะอันนัล มุสริฟีนะ ฮุม อัศฮาบุน นาร
44,ฟะสะตัซกุรูนะ มา อะกฺูลุ ละกุม  ^  วะอุเฟาวิฎุ อัมรี อิลัล ลอฮ์  ^  อินนัล ลอฮะ บะศีรุม บิลอฺิบาด
45,ฟะวะกฺอฮุล ลอฮุ สัยยิอาติ มา มะกะรู  ^  วะฮาเกฺาะ บิอาลิ ฟิรเอฺานะ สูอุล อฺะซาบ
46,อันนารุ ยุอฺ์เราะฎูนะ อฺะลัยฮา ฆุดูว์เวา วะอฺะชีย์ยา  ^  วะเยามะ ตะกฺูมุส สาอฺะตุ อัดคิลู อาละ ฟิรเอฺานะ อะชัดดัล อฺะซาบ
47,วะอิซ ยะตะฮา-จญ์ญูนะ ฟิน นาริ ฟะยะกฺูลุฎ ฎุอฺะฟาอุ ลิลละซีนัส ตักบะรู อินนา กุนนา ละกุม ตะบะอฺัน ฟะฮัล อันตุม มุฆนูนะ อฺันนา นะศีบัม มินัน นาร
48,กฺอลัล ละซีนัส ตักบะรู อินนา กุลลุน ฟีฮา อินนัล ลอฮะ กฺ็อด ฮะกะมะ บัยนัล อฺิบาด
49,วะกฺอลัล ละซีนะ ฟิน นาริ ลิเคาะซะนะติ ญะฮันนะมัด อฺู ร็อบบะกุม ยุค็อฟฟิฟ อฺันนา เยามัม มินัล อฺะซาบ
50,กฺอลู อะวะ ลัม ตะกุ ตะอ์ตีกุม รุสุลุกุม บิลบัยยินาต  ^  กฺอลู บะลา  ^  กฺอลู ฟัดอฺู  ^  วะมา ดุอฺาอุล กาฟิรีนะ อิลลา ฟี เฎาะลาล
51,อินนา ละนันศุรุ รุสุละนา วัลละซีนะ อามะนู ฟิล ฮะยาติด ดุนยา วะเยามะ ยะกฺูมุล อัชฮาด
52,เยามะ ลา ยันฟะอฺุซฺ ซฺอลิมีนะ มะอฺ์ซิเราะตุฮุม  ^  วะละฮุมุล ละอฺ์นะตุ วะละฮุม สูอุด ดาร
53,วะละกฺ็อด อาตัยนา มูสัล ฮุดา วะเอาร็อษนา บะนี อิสรออีลัล กิตาบ
54,ฮุเดา วะซิกรอ ลิอุลิล อัลบาบ
55,ฟัศบิร อินนะ วะอฺ์ดัล ลอฮิ ฮักฺกฺู วัสตัฆฟิร ลิซัมบิกะ วะสับบิห์ บิฮัมดิ ร็อบบิกะ บิลอฺะชีย์ยิ วัลอิบการ
56,อินนัล ละซีนะ ยุญาดิลูนะ ฟี อายาติล ลาฮิ บิฆ็อยริ สุลฏอนิน อะตาฮุม อิน ฟี ศุดูริฮิม อิลลา กิบรุม มา ฮุม บิบาลิฆีฮ์  ^  ฟัสตะอฺิซ บิลลาฮ์  ^  อินนะฮู ฮุวัส สะมีอฺุล บะศีร
57,ละค็อลกฺุส สะมาวาติ วัลอัรฎิ อักบะรุ มิน ค็อลกฺิน นาสิ วะลากินนะ อักษะร็อน นาสิ ลา ยะอฺ์ละมูน
58,วะมา ยัสตะวิล อะอฺ์มา วัลบะศีรุ วัลละซีนะ อามะนู วะอฺะมิลุศ ศอลิฮาติ วะลัล มุสีอ์  ^  เกฺาะลีลัม มา ตะตะซักกะรูน
59,อินนัส สาอฺะตะ ละอาติยะตุล ลา ร็อยบะ ฟีฮา วะลากินนะ อักษะร็อน นาสิ ลา ยุอ์มินูน
